
42,A19577374,1945,4/26/2014 16:47:56,1116
43,A00853502,855,8/1/2020 14:43:24,199
44,A00859972,2137,4/3/2018 15:37:8,253
45,A00722390,2502,2/6/2015 15:14:33,1736
46,A24132573,2295,6/18/2020 15:8:2,2262
47,A19513421,1640,3/5/2015 16:26:42,87
48,A08058265,964,3/15/2015 10:27:10,2298
49,A13614375,2714,8/26/2014 8:30:5,2423
50,A02775779,357,8/8/2019 11:16:53,1354
51,A19586313,145,8/27/2020 14:24:18,678
52,A16282093,2287,7/10/2019 14:55:36,1837
53,A00287904,97,10/25/2019 13:27:29,343
54,A18457657,913,9/10/2019 13:2:40,2954
55,A15986034,2161,4/22/2019 8:58:27,2149
56,A01621473,1222,8/1/2016 15:20:29,2885
57,A24543675,2653,7/7/2014 12:19:33,789
58,A11840874,56,2/8/2017 13:20:57,703
59,A00811578,2286,4/16/2020 12:40:6,1888
60,A15990924,735,1/14/2014 11:37:7,1649
61,A01052906,2366,10/16/2014 10:52:17,409
62,A08597282,2765,9/11/2018 12:22:25,2205
63,A16855934,406,4/18/2020 16:31:24,1678
64,A18430273,477,5/9/2016 10:43:27,1276
65,A24583321,1724,6/11/2019 16:29:51,1363
66,A01018907,1193,6/18/2017 9:27:18,637
67,A00294651,394,3/5/2019 8:3:7,1449
68,A13620279,1390,4/5/2017 12:15:11,2795
69,A24181378,2074,1/5/2019 12:12:35,1046
70,A01034952,1919,1/9/2017 10:2:54,88
71,A24128273,1118,6/22/2014 10:9:46,792
72,A00395458,278,10/14/2015 8:3:20,95
73,A24519458,1133,10/12/2014 9:39:41,2620
74,A08581278,1129,10/11/2017 10:19:11,2554
75,A19572967,2155,2/16/2017 14:16:50,2126
76,A15634415,1180,6/19/2016 12:29:13,817
77,A00892815,2881,6/26/2016 10:19:14,2750
78,A24526701,1715,8/2/2017 14:53:19,990
79,A01637317,1807,7/20/2014 12:36:47,397
80,A01445744,1782,5/15/2020 13:29:54,995
81,A02721200,1832,11/2/2014 14:14:26,344
82,A15972758,1635,1/24/2019 10:0:19,2932
83,A24186231,2079,5/9/2014 11:42:52,309
84,A01493037,2703,10/9/2018 16:20:55,2545
85,A16847082,1354,9/18/2016 11:19:19,1562
86,A16243560,1997,2/14/2014 8:22:42,345
87,A16286105,2394,11/20/2015 13:34:9,991
88,A00350525,139,7/27/2020 10:50:30,1766
89,A15989342,576,3/7/2014 15:33:26,816
90,A24597804,1064,6/23/2019 13:51:34,2761
91,A08568944,1657,7/25/2017 8:54:24,1715
92,A19581651,698,3/21/2020 15:19:53,1294
93,A09196163,1630,11/16/2019 13:30:47,27
94,A09145219,2714,5/2/2018 16:48:24,2167
95,A01516171,1592,10/6/2017 13:38:52,1437
96,A00729891,287,11/4/2020 16:14:44,286
97,A19514999,843,6/14/2019 15:42:30,260
98,A01416787,2682,9/25/2015 11:25:54,2745
99,A01460209,2718,4/25/2016 15:34:14,2711
100,A19587041,614,3/21/2016 13:12:13,1921
101,A08021480,1205,9/19/2018 14:31:52,1635
102,A01476701,2555,6/6/2015 10:37:28,1114
103,A01660445,1195,9/16/2014 13:41:32,2074
104,A00762980,99,3/23/2014 14:54:8,157
105,A00741066,1543,9/19/2016 16:32:5,1383
106,A08074413,2172,4/20/2016 12:46:56,1404
107,A09156193,459,4/4/2016 12:41:52,39
108,A08090184,1273,6/20/2020 9:34:16,1611
109,A18068248,1063,3/27/2019 14:12:48,1650
110,A16845178,285,5/9/2020 11:54:13,2153
111,A16812215,646,8/8/2018 12:27:13,957
112,A16210533,243,5/12/2014 14:50:12,621
113,A18487115,553,2/20/2020 8:9:8,1127
114,A24549392,2809,5/7/2017 15:37:9,1715
115,A01063282,1207,7/18/2017 12:49:38,2127
116,A01463705,36,5/25/2020 15:19:55,1298
117,A01694609,2991,11/8/2015 8:6:30,2717
118,A08046454,7,1/15/2019 15:36:26,2954
119,A24566749,1428,3/24/2017 15:50:5,535
120,A24533319,2031,11/3/2015 14:32:8,1840
121,A01416359,1104,2/5/2019 12:19:7,468
122,A15937685,2560,3/11/2017 14:37:34,505
123,A15614494,118,7/4/2014 12:8:42,2801
124,A15667132,315,1/15/2017 15:45:58,2106
125,A00849567,2567,1/17/2018 8:32:29,2194
126,A16230179,2725,9/7/2018 10:16:50,320
127,A08082853,953,5/4/2020 10:58:30,890
128,A00257797,724,1/16/2014 9:17:15,1275
129,A01458667,1842,7/11/2017 13:7:16,1938
130,A02736635,1173,9/18/2014 14:27:4,2661
131,A08512975,2641,7/11/2015 13:13:40,1379
132,A24569587,2503,4/7/2019 15:19:18,827
133,A11850049,1302,10/10/2018 14:45:3,2100
134,A01533834,498,10/6/2016 15:50:32,2298
135,A02717823,2881,3/2/2019 14:24:0,181
136,A18428058,1581,1/2/2017 10:3:55,52
137,A01595871,2745,9/14/2015 12:43:44,1680
138,A01616810,1284,9/19/2017 13:14:42,974
139,A13645531,465,8/23/2020 15:13:48,1984
140,A01456227,1486,11/5/2018 14:58:21,980
141,A18470925,843,5/16/2016 12:7:47,1127
142,A01079480,426,11/6/2020 10:26:50,202
143,A01565835,1381,11/6/2018 11:5:39,937
144,A15637724,2596,5/4/2018 11:5:11,2484
145,A19579147,2722,5/20/2019 8:49:20,2626
146,A08551969,719,8/20/2020 9:30:10,1916
147,A15678094,2449,8/7/2018 14:36:43,988
148,A00840330,1125,2/15/2019 14:19:36,2134
149,A00365495,811,5/17/2018 10:25:43,862
150,A18036023,860,11/14/2015 14:45:54,960
151,A15618840,2601,7/2/2016 15:34:12,1391
152,A00352103,140,1/5/2017 16:31:2,1127
153,A24133596,559,2/7/2015 11:1:47,31
154,A24120449,2991,11/1/2018 8:28:5,1693
155,A11864241,1814,8/22/2014 16:19:4,2274
156,A08567353,949,2/14/2018 16:20:16,1952
157,A00355765,1742,6/8/2019 14:55:43,2134
158,A08076871,184,4/7/2014 14:22:31,790
159,A15996972,2837,9/12/2020 12:48:36,1784
160,A00794444,1123,6/18/2015 13:42:12,1884
161,A16875118,523,6/22/2014 9:14:24,1336
162,A01481954,2040,9/21/2020 10:50:35,2586
163,A01525076,1735,6/15/2020 12:52:58,494
164,A00325172,2194,1/16/2015 16:10:42,2811
165,A01025762,2948,5/4/2016 14:8:30,1596
166,A13626186,447,11/8/2016 12:34:52,952
167,A19544042,1245,1/8/2014 16:31:7,2342
168,A11846840,2360,9/21/2014 9:44:34,2650
169,A01625129,2232,9/11/2016 16:39:8,2355
170,A16828783,1931,2/22/2017 9:13:41,2896
171,A15951392,2596,3/17/2015 9:1:10,440
172,A16871358,1011,8/22/2015 11:18:45,2565
173,A11884482,1847,11/25/2017 15:49:36,1792
174,A11894080,2246,10/25/2017 8:18:42,377
175,A15945952,493,1/19/2017 9:51:18,1535
176,A16820437,2983,8/4/2016 9:18:14,1088
177,A01655408,484,9/11/2016 9:58:52,389
178,A16260328,2827,8/6/2020 8:28:29,1139
179,A08571542,2897,3/1/2016 14:22:37,302
180,A13681155,1153,10/3/2016 15:28:16,1100
181,A18035643,2581,8/7/2018 12:6:5,154
182,A24136083,2132,10/22/2018 12:5:51,2578
183,A15975860,2217,3/5/2019 14:18:30,1234
184,A18416203,287,3/3/2020 15:46:19,1800
185,A08511354,877,8/22/2016 14:19:49,2091
186,A01044430,1806,1/13/2016 12:7:36,1074
187,A24129550,1249,8/6/2014 11:43:28,1617
188,A08523159,616,6/15/2017 13:42:55,1229
189,A00853151,989,9/17/2019 14:57:25,846
190,A15634027,1237,7/21/2019 15:30:41,2051
191,A13655851,2144,1/27/2015 12:32:9,1740
192,A08012559,1865,1/14/2019 14:47:11,1712
193,A02793395,752,8/13/2014 16:50:4,12
194,A01034644,1646,8/11/2015 9:55:34,921
195,A01064667,268,1/16/2014 12:10:54,465
196,A15972530,1108,2/1/2014 8:41:9,2363
197,A15647963,995,1/25/2018 13:0:50,530
198,A15634222,1492,6/24/2020 10:20:54,1947
199,A01695520,1952,7/6/2020 12:23:38,1710
200,A01446520,1580,1/19/2020 11:41:25,2496
201,A01691485,1778,2/18/2017 9:24:2,395
202,A16824813,2394,5/19/2014 12:17:8,2160
203,A16298759,1198,10/10/2014 13:6:26,600
204,A00230271,1185,9/1/2019 8:37:0,1788
205,A24168189,569,4/4/2017 11:11:42,1342
206,A15631040,894,6/13/2018 11:42:24,2648
207,A01651179,598,8/13/2017 16:8:24,157
208,A24523074,617,9/15/2016 9:9:3,475
209,A19558055,1803,6/15/2019 14:3:44,980
210,A13637362,1136,6/24/2015 14:26:48,2008
211,A19595503,2770,10/10/2020 13:46:21,2384
212,A00778995,1220,5/8/2017 12:52:12,1817
213,A16288887,2592,7/12/2016 15:25:52,1309
214,A24199375,989,5/15/2015 13:46:18,1505
215,A00252360,847,4/18/2014 8:3:6,2552
216,A15632594,696,2/6/2020 12:34:31,2580
217,A01589651,2127,2/22/2018 11:58:4,2173
218,A24192431,753,9/18/2017 13:32:37,2516
219,A08597377,621,10/27/2017 9:17:51,1542
220,A16264890,447,10/24/2017 9:26:51,1344
221,A08580194,1503,9/8/2020 8:16:22,156
222,A00214442,2934,2/26/2014 9:15:9,1935
223,A01077247,676,7/10/2020 10:13:7,2626
224,A08074659,300,9/22/2014 8:34:24,1126
225,A18456491,2091,8/1/2019 12:6:30,1978
226,A01032392,35,8/9/2020 11:38:56,2549
227,A01561521,2564,7/15/2019 10:52:39,375
228,A00843396,2506,9/20/2019 13:19:0,1692
229,A00822972,1283,5/15/2020 12:33:45,734
230,A16856980,1690,6/24/2020 8:36:7,2993
231,A24156033,1292,3/13/2016 11:44:21,1380
232,A08014745,1297,10/20/2020 15:5:56,2264
233,A01448366,180,7/6/2017 12:31:48,251
234,A00218581,622,8/16/2020 9:7:10,1627
235,A18473228,1679,4/18/2016 13:29:13,1527
236,A18094389,2491,10/21/2015 15:14:54,1816
237,A24120881,239,7/18/2015 15:25:23,2800
238,A00739149,337,1/10/2018 13:6:28,268
239,A24131572,2023,6/5/2020 11:2:34,1279
240,A11863872,2288,9/15/2015 10:3:22,265
241,A08076809,512,11/6/2017 12:25:11,1738
242,A15690034,2936,6/24/2015 8:0:23,1963
243,A00848662,1118,7/6/2015 15:6:10,1071
244,A08599347,2157,10/26/2014 15:56:35,2660
245,A09122082,772,3/18/2016 8:9:18,489
246,A01060414,229,3/25/2016 16:6:54,745
247,A08097229,1578,11/8/2020 15:48:16,1224
248,A00777578,2067,9/4/2016 11:30:44,2328
249,A15665843,104,11/26/2019 8:19:26,2190
250,A00225632,1876,5/16/2019 16:1:21,1706
251,A00866436,1286,7/13/2020 13:8:4,1012
252,A13639089,2547,10/13/2018 16:53:11,1835
253,A24520403,175,3/3/2014 9:28:1,1227
254,A02724189,809,4/15/2020 10:22:44,1188
255,A01649884,2381,10/17/2017 10:50:1,161
256,A24170603,1148,7/25/2020 16:35:50,2282
257,A08531124,1022,5/15/2018 8:30:58,355
258,A01017659,202,7/21/2017 11:56:0,296
259,A24557338,1398,8/6/2017 12:57:27,632
260,A13629356,2838,2/1/2015 16:57:43,2615
261,A00753078,634,6/4/2017 8:15:43,95
262,A16891341,397,6/26/2015 10:14:22,2287
263,A02783660,1639,11/6/2020 13:2:15,563
264,A24184633,2418,6/24/2016 13:52:35,1808
265,A08064887,2148,10/17/2017 10:8:24,1450
266,A00374317,777,7/23/2017 14:7:22,942
267,A19524187,345,4/8/2017 16:47:22,2387
268,A00863865,1274,6/2/2020 12:44:40,504
269,A15619706,1614,8/3/2016 15:42:3,800
270,A01541529,660,1/3/2017 8:14:9,1559
271,A09195271,2762,2/21/2016 12:35:6,602
272,A11844061,1094,8/18/2017 14:19:33,2726
273,A15954419,1035,10/19/2014 9:55:1,2059
274,A11827064,637,7/18/2019 14:40:27,2098
275,A01071639,2240,6/24/2018 12:27:39,427
276,A13673718,872,10/17/2015 15:42:56,2014
277,A15649338,1121,2/27/2016 10:34:57,1685
278,A00861458,823,4/17/2016 11:42:29,788
279,A15646136,1833,1/11/2015 16:51:5,1458
280,A15979635,1167,1/9/2014 11:26:33,2054
281,A01618721,762,3/7/2017 12:16:38,2146
282,A11867500,2801,4/17/2020 15:48:53,1868
283,A02761112,1707,5/27/2018 12:26:31,324
284,A19580898,1711,7/5/2018 12:57:22,2849
285,A00374102,2709,6/17/2018 11:53:2,2803
286,A01410502,1050,11/6/2015 11:17:8,367
287,A00377900,426,3/23/2017 13:2:53,1858
288,A08517736,1675,10/24/2014 8:35:2,2885
289,A13652255,546,6/5/2014 15:41:7,2288
290,A24186183,2836,4/26/2014 13:20:21,67
291,A01456824,774,1/12/2014 14:10:53,2282
292,A13686780,2341,6/3/2015 11:53:21,325
293,A01065369,1244,11/9/2019 8:34:58,458
294,A01085774,1489,10/10/2016 11:30:48,2485
295,A01494352,958,10/17/2016 9:14:37,991
296,A08069026,2420,1/13/2019 9:36:46,273
297,A24589932,601,2/24/2019 11:25:6,2222
298,A00247587,1004,7/15/2016 8:39:32,84
299,A18028018,2314,7/15/2015 12:14:9,2032
300,A01031324,2299,3/1/2017 10:27:53,369
301,A19529785,2189,5/23/2017 16:43:30,2179
302,A24126923,2609,1/12/2018 9:29:33,1542
303,A02751431,2758,8/7/2018 11:13:39,2350
304,A00717872,1748,5/2/2020 15:31:16,1453
305,A02713919,1419,10/1/2014 10:51:13,1926
306,A08515934,2496,5/27/2014 14:14:28,2107
307,A11868229,817,6/27/2014 13:23:9,598
308,A01476897,1843,2/17/2019 10:14:31,2951
309,A01436108,874,5/24/2020 14:20:3,1582
310,A09159724,813,6/6/2020 11:34:2,1968
311,A18414824,2331,1/4/2014 13:26:50,1418
312,A24153224,2504,8/4/2020 13:14:27,389
313,A00255081,674,2/16/2019 11:31:52,2659
314,A18461261,2536,3/3/2020 16:56:52,2399
315,A18494193,1381,6/26/2015 11:8:3,1291
316,A02769135,138,8/20/2014 9:51:47,2048
317,A01523788,995,8/5/2014 14:14:48,2785
318,A00786320,2232,10/6/2020 8:29:50,1536
319,A02794089,2014,7/13/2016 9:24:32,2827
320,A01447944,403,6/17/2019 14:17:14,1905
321,A16279974,2656,10/5/2017 8:31:27,2906
322,A00290009,974,1/17/2020 15:38:18,324
323,A09195167,32,7/3/2017 13:29:31,2037
324,A09117081,1083,11/10/2020 9:47:40,1554
325,A16868263,2191,7/24/2020 10:29:13,98
326,A16292048,2725,2/25/2018 9:8:42,1099
327,A00762250,2155,4/15/2015 13:11:33,90
328,A02752203,1850,7/15/2016 14:51:10,395
329,A00716270,1984,3/7/2014 12:52:47,1928
330,A01686171,2124,1/18/2016 10:17:50,976
331,A01667344,2575,4/26/2020 11:43:48,614
332,A00385309,2422,1/18/2018 8:21:23,2422
333,A00726999,814,4/7/2019 14:53:19,2578
334,A01698370,1839,5/15/2016 12:49:9,1911
335,A09143408,1283,2/20/2014 11:8:0,697
336,A00375356,458,9/2/2017 9:13:4,1425
337,A18499627,2348,3/15/2019 11:1:12,340
338,A24136798,2263,6/3/2016 12:20:13,2692
339,A00860537,2597,4/11/2015 9:33:7,1745
340,A08551727,2517,7/23/2014 12:5:31,1517
341,A00325832,2537,11/12/2018 14:19:57,590
342,A24184561,888,8/12/2016 10:14:20,2728
343,A01565186,106,1/6/2019 10:40:56,2125
344,A16876090,2037,6/5/2018 11:33:4,1141
345,A11864918,2809,10/1/2017 16:20:27,2471
346,A24587158,574,10/14/2019 16:22:24,2714
347,A01525258,972,11/19/2014 15:48:26,1488
348,A16887666,1013,3/12/2016 16:3:4,1881
349,A18075139,2413,11/17/2019 16:47:43,2016
350,A08018776,125,9/3/2019 16:47:47,2765
351,A01038796,730,11/14/2016 11:48:55,1310
352,A08587170,674,9/24/2017 10:21:14,1507
353,A09137056,1295,7/8/2017 15:40:57,1079
354,A08063632,1216,7/5/2020 14:24:52,949
355,A01034907,1948,10/2/2018 9:22:24,1284
356,A08523334,519,11/11/2014 8:31:11,2677
357,A01515314,1881,1/14/2018 11:26:0,327
358,A11827909,979,4/3/2016 8:51:56,1617
359,A00733167,1861,5/12/2017 11:27:1,2176
360,A02795428,998,3/9/2020 8:9:28,1649
361,A24537242,2646,8/19/2017 8:29:52,2839
362,A24599584,1272,6/18/2016 15:57:56,1024
363,A13654186,2164,5/16/2015 13:46:41,1844
364,A08533495,1054,10/13/2015 10:29:10,1427
365,A19575938,543,9/13/2017 16:17:11,2176
366,A09113073,2214,6/19/2014 11:31:25,2817
367,A02719784,995,11/3/2018 15:46:7,1633
368,A13640269,1139,4/7/2014 15:8:41,1570
369,A00311412,557,7/16/2016 12:15:50,2524
370,A09112396,228,4/4/2015 8:20:57,687
371,A00253066,94,1/11/2019 13:16:34,2530
372,A18470548,1036,8/8/2016 8:19:33,915
373,A15919342,1940,2/2/2015 14:22:40,613
374,A15635922,1801,7/23/2020 13:44:57,2132
375,A15615672,170,1/11/2018 16:23:15,2136
376,A11878971,1072,9/26/2018 14:42:5,999
377,A16818382,172,7/18/2019 11:24:19,2021
378,A08012637,300,7/4/2016 9:22:25,1718
379,A15635721,579,8/15/2020 9:53:10,2905
380,A13664663,922,3/16/2018 10:33:46,1206
381,A00860349,1058,9/12/2015 9:45:14,433
382,A00358142,447,7/9/2016 12:33:27,2031
383,A00860622,1741,3/4/2014 14:29:24,2201
384,A13681052,1163,1/10/2019 12:31:58,2985
385,A01440934,699,8/10/2018 15:53:53,488
386,A15663731,1206,1/8/2020 16:47:32,2929
387,A08541812,431,1/16/2018 9:6:23,2165
388,A13646924,1902,3/9/2016 15:55:24,2451
389,A01057022,2196,1/19/2015 9:52:43,1448
390,A18013633,69,9/15/2018 10:3:47,1841
391,A24153601,881,3/20/2017 14:13:2,1920
392,A01565277,673,6/18/2014 10:35:13,2545
393,A02787189,2706,7/25/2016 8:19:10,1337
394,A15648667,903,7/8/2019 8:49:37,917
395,A00898042,2176,6/11/2015 10:2:37,2500
396,A18499805,570,1/27/2019 15:47:57,388
397,A01023934,1029,9/2/2018 12:53:36,1706
398,A08025250,1356,8/26/2014 15:36:44,1519
399,A15683709,799,3/25/2019 11:41:50,2787
400,A18045404,2899,10/15/2014 11:15:0,475
401,A00860933,1883,6/17/2018 8:1:16,1903
402,A01668547,2137,3/18/2017 16:7:42,739
403,A01669813,2760,3/2/2017 11:14:11,178
404,A01056302,1490,3/19/2015 14:53:43,2151
405,A01049267,2335,4/25/2017 9:57:11,1056
406,A16851806,1998,9/12/2017 9:54:20,1217
407,A09161388,1038,2/1/2019 11:25:31,1716
408,A11884692,1799,7/18/2015 8:22:57,2769
409,A13641520,350,2/27/2019 14:26:35,2634
410,A00239494,180,8/9/2017 11:6:17,1107
411,A08088510,2651,10/26/2020 12:33:48,1478
412,A02786235,886,11/16/2019 9:30:32,2430
413,A15675746,2705,2/21/2020 14:24:44,2534
414,A08052062,244,9/1/2016 8:19:12,1792
415,A18028638,2245,1/3/2016 14:49:12,2038
416,A08562658,1503,7/16/2018 12:22:23,1630
417,A02732521,1836,9/20/2019 16:54:31,2645
418,A16856692,305,11/12/2020 8:41:40,2680
419,A01576119,2660,9/9/2015 11:2:14,1761
420,A18495765,1642,4/11/2014 15:55:36,69
421,A16854819,1088,1/9/2020 9:50:1,1473
422,A13656418,1397,4/27/2020 15:17:39,4
423,A00766806,1248,10/21/2016 12:40:55,943
424,A01581337,2793,5/8/2016 8:37:1,1504
425,A02742354,1651,7/16/2016 10:33:53,2588
426,A16871348,1725,2/26/2016 10:6:19,807
427,A02766916,635,8/16/2017 16:26:21,399
428,A18054232,341,2/27/2014 13:58:2,517
429,A01421437,1929,8/18/2015 9:9:19,454
430,A02789424,1905,7/17/2016 8:2:15,2570
431,A00848596,2348,7/3/2018 8:15:27,115
432,A01476690,1121,6/25/2015 12:13:33,1323
433,A13612485,1806,11/12/2015 14:6:32,2752
434,A13673874,2984,5/7/2017 14:4:8,251
435,A18487288,1343,4/5/2018 8:58:28,125
436,A16275360,1226,2/27/2015 9:5:29,515
437,A15671887,2991,11/13/2016 8:44:14,2674
438,A18487878,2555,7/18/2017 16:2:38,871
439,A00725344,1133,4/18/2020 10:0:45,2751
440,A18472686,1005,6/4/2018 12:24:31,93
441,A24185901,2472,5/13/2018 12:47:0,2034
442,A11840678,936,1/4/2014 16:10:23,218
443,A16288962,857,8/15/2014 8:54:47,638
444,A11811086,1320,11/16/2016 14:13:24,1163
445,A01598680,2722,5/21/2015 13:54:56,1185
446,A00250923,2300,9/10/2015 12:9:27,311
447,A00373088,273,10/3/2019 11:37:26,833
448,A15928687,1767,5/3/2017 15:25:55,366
449,A13613588,963,1/10/2020 9:25:23,2701
450,A11828944,2978,5/1/2014 14:6:12,1692
451,A02760842,1039,9/13/2018 14:19:25,1564
452,A01050800,29,4/23/2015 11:37:53,2848
453,A01032689,1001,6/23/2017 11:1:28,580
454,A02771502,1462,6/20/2014 12:12:12,540
455,A16874144,1116,5/12/2018 8:50:57,2824
456,A09188073,2791,9/23/2016 8:10:34,2720
457,A18085299,193,11/3/2019 11:51:44,618
458,A24572034,2272,5/27/2018 9:3:8,2496
459,A02797506,2144,2/9/2016 11:45:47,384
460,A01061478,2914,9/6/2019 14:17:49,1072
461,A00268448,668,8/2/2018 9:54:56,1639
462,A08090713,2,7/7/2015 14:52:27,2020
463,A00756814,2174,6/6/2017 15:38:36,137
464,A24535654,750,2/16/2020 13:50:18,886
465,A11874457,137,7/12/2016 10:17:47,1814
466,A01595378,835,11/7/2015 16:46:14,976
467,A11867309,1384,7/10/2015 10:49:57,500
468,A18085430,2026,4/20/2014 16:45:34,104
469,A00248331,1206,11/2/2016 16:46:41,2489
470,A18036836,323,6/10/2018 12:11:39,2345
471,A13674329,816,3/9/2019 11:3:7,2778
472,A01528201,1585,9/8/2020 8:18:50,2596
473,A00724908,1477,3/27/2018 14:8:52,751
474,A24186991,960,10/10/2014 15:3:40,2489
475,A19593422,1474,5/5/2014 10:34:35,1856
476,A19597699,2456,6/11/2017 9:6:35,2077
477,A13651013,2845,3/18/2016 14:47:50,188
478,A01649278,2232,5/11/2017 14:53:30,601
479,A16866215,2376,6/19/2019 11:9:2,1140
480,A24574988,1656,4/12/2018 14:50:25,99
481,A00881818,757,9/1/2014 15:54:51,795
482,A08031788,1173,9/19/2017 8:27:23,855
483,A18434204,1682,7/23/2019 11:58:36,1638
484,A00776051,1256,9/23/2019 11:28:5,2584
485,A16222141,170,4/10/2016 10:9:47,1827
486,A18481354,1623,10/14/2020 13:3:31,1088
487,A16837559,2425,7/8/2015 8:37:3,1565
488,A19524541,2649,1/26/2018 9:19:19,34
489,A09183289,1172,6/1/2016 12:39:9,1249
490,A00782773,857,2/16/2020 16:14:52,1227
491,A15673619,337,8/2/2014 14:39:42,718
492,A08083411,24,2/19/2015 14:8:5,1000
493,A01673930,2716,11/15/2018 12:42:48,1309
494,A18447424,523,1/18/2019 11:8:53,2501
495,A11887796,2641,5/9/2017 10:55:32,2276
496,A00278746,1775,5/12/2014 14:20:30,836
497,A01467422,1067,2/4/2014 8:57:44,903
498,A13646868,2411,2/5/2018 11:30:26,573
499,A16220188,488,11/11/2017 11:21:34,171
500,A16286860,1191,1/20/2017 13:34:40,1031
501,A01667172,220,9/7/2017 8:44:27,633
502,A01571216,551,1/16/2015 10:18:48,1551
503,A00763914,2865,1/7/2019 15:4:12,1700
504,A08560310,2945,2/7/2019 13:40:41,1178
505,A16838173,1466,9/25/2019 10:28:3,2736
506,A18426200,1758,7/11/2015 13:26:32,2790
507,A09119451,857,8/2/2015 13:55:57,2918
508,A19529256,2345,3/19/2020 12:23:45,1913
509,A00361638,2292,7/21/2018 8:4:34,2506
510,A11860003,964,5/7/2018 15:10:20,1568
511,A15930619,2250,2/11/2017 11:48:41,354
512,A00329580,265,1/26/2019 12:23:13,838
513,A19589377,2200,5/14/2017 14:19:4,2177
514,A00316076,2793,4/3/2015 12:20:20,1107
515,A08563218,1462,7/11/2015 15:48:56,1098
516,A08530218,1800,6/15/2018 8:53:31,1606
517,A00350069,624,6/17/2014 9:20:48,1204
518,A16864321,222,3/16/2015 10:35:29,1375
519,A24597071,2884,4/12/2015 10:8:28,2881
520,A01676661,818,4/4/2014 12:39:14,1547
521,A01451378,715,11/5/2018 15:34:9,233
522,A08036327,1040,2/17/2014 16:56:37,1288
523,A01085699,158,5/26/2015 11:31:24,2676
524,A15949116,2654,5/20/2014 16:58:47,2083
525,A24546774,2290,5/14/2015 13:57:54,2448
526,A19574476,97,8/23/2015 13:21:0,2600
527,A09137829,1174,5/27/2019 11:2:1,2109
528,A18461042,258,9/15/2017 9:25:57,2072
529,A01082753,623,1/8/2014 12:33:6,1035
530,A08598234,2004,7/26/2017 12:39:3,1841
531,A13623836,694,11/14/2020 8:34:49,1996
532,A16887703,2738,8/18/2015 9:43:22,436
533,A01622649,1049,1/6/2018 10:58:53,1252
534,A16862913,489,1/5/2019 13:0:19,931
535,A02791374,740,2/11/2019 13:32:55,287
536,A19594160,2510,4/18/2017 12:2:0,66
537,A19551433,612,4/19/2016 9:49:9,2977
538,A00757451,1042,2/22/2017 14:44:52,1282
539,A00331438,2095,7/4/2017 8:26:0,670
540,A08579498,717,4/6/2018 12:8:13,2858
541,A00355461,71,8/18/2016 16:33:31,1992
542,A11891861,2384,11/23/2019 12:40:16,474
543,A08046460,2661,11/11/2017 8:41:41,1349
544,A15616844,2513,8/27/2016 13:54:46,503
545,A00845713,911,6/10/2020 12:51:9,1695
546,A00237598,2377,3/10/2019 9:41:28,701
547,A00777592,129,4/11/2015 15:14:58,2644
548,A19551413,2228,2/18/2020 15:47:26,1023
549,A00767764,1366,1/14/2014 12:45:54,2224
550,A18051136,146,5/27/2016 9:28:58,1492
551,A15922236,456,5/27/2017 11:26:38,454
552,A01486659,149,6/21/2016 13:47:12,349
